qa_row_id,group,lesson,screen_id,screen_archetype,french,english_presented,english_kind,scene_context,source_text,communicative_purpose,usage_role,expected_action,item_chunk_ids,sentence_id,payload_id,protected_chunk_boundaries,accepted_alternatives,french_qa_state,duplicate_reuse_locations,founder_verdict,human_qa_verdict,reviewer_correction,register_note,natural_spoken_french_note,reviewer_rationale,reviewer_name,review_date
QA-L05-227,C,L5,s04b-fill-choose-package,fill-with-traps,question,question,gloss,You have a question. Which French package fits?,,"Distractor — shown reason: In French, the noun travels with its little word here: une question.",recognition,choose,noun-question,,,,,(none on item),unique to this screen,,,,,,,,
QA-L05-228,C,L5,s04b-fill-choose-package,fill-with-traps,un café,a coffee,gloss,You have a question. Which French package fits?,"You are not choosing a loose word. You are choosing the package: une question. The same way, the coffee package is un café.","Distractor — shown reason: That is the coffee package, not the question package.",recognition,choose,chunk-un-cafe,,,,,(none on item),"fields: payload.options[opt-un-cafe].text (trap) ; payload.reveal.explanation (inline) || also: L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L5/s00-goal-un-une, L5/s00-meet-un-cafe, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages",,,,,,,,
QA-L05-229,C,L5,s04b-fill-choose-package,fill-with-traps,un question,(no English gloss presented),none,You have a question. Which French package fits?,,Distractor — shown reason: This package is not the one we use here. Keep it as: une question.,recognition,choose,chunk-une-question chunk-un-cafe grammar-un-une-package,,,,,(none on item),unique to this screen,,,,,,,,
QA-L05-230,A,L5,s05-weave-je-voudrais-un-cafe,weave,Je voudrais un café.,I would like a coffee.,instruction,"Order at the counter, with the right little word.",,Typed production — context weave,active-new,type,chunk-je-voudrais chunk-un-cafe,,,,,(none on item),"also: L5/s02-insight-little-packages, L5/s07-sayit-ask-for-a-coffee, L9/s10-insight-what-you-can-ask",,,,,,,,
QA-L05-231,C,L5,s05-weave-je-voudrais-un-cafe,weave,je voudrais,I would like,gloss,"Order at the counter, with the right little word.",,"Support piece shown as ""polite request"" (required)",recognition,read,chunk-je-voudrais,,,"piece boundary ""je voudrais"" ↔ registry ""je voudrais""",,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L05-232,C,L5,s05-weave-je-voudrais-un-cafe,weave,un café,a coffee,gloss,"Order at the counter, with the right little word.","The package stayed together: un café. ⏐ Right. un café is one piece, the little word included. ⏐ Your meaning lands. Keep the package whole: un café. ⏐ Add the little word: un café, not just café.","Support piece shown as ""noun package"" (required)",recognition,read,chunk-un-cafe,,,"piece boundary ""un café"" ↔ registry ""un café""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifCorrect (inline) ; payload.reveal.ifCorrectButFlat (inline) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L5/s00-goal-un-une, L5/s00-meet-un-cafe, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages",,,,,,,,
QA-L05-233,A,L5,s06-weave-j-ai-une-question,weave,J'ai une question.,I have a question.,instruction,You want to ask something. Use the right little word.,,Typed production — context weave,active-new,type,chunk-j-ai chunk-une-question,,,,J ai une question. | J ai une question | j ai une question,(none on item),"also: L4/s01-insight-have-for-feelings, L4/s01-insight-have-for-feelings, L4/s03-meet-j-ai-une-question, L4/s03b-fill-where-feel-have, L4/s06-weave-bonjour-j-ai-une-question, L4/s08-recap-jai, L5/s02-insight-little-packages, L5/s08-recap-packages, L6/s04-fill-decline-offer, L6/s05-weave-j-ai-une-question, L6/s05-weave-j-ai-une-question",,,,,,,,
QA-L05-234,E,L5,s06-weave-j-ai-une-question,weave,j ai une question,I have a question.,instruction,You want to ask something. Use the right little word.,,"Accepted instead of ""J'ai une question.""",accepted-alternative,type,chunk-j-ai chunk-une-question,,,,,(none on item),"also: L6/s05-weave-j-ai-une-question, L6/s05-weave-j-ai-une-question",,,,,,,,
QA-L05-235,E,L5,s06-weave-j-ai-une-question,weave,J ai une question,I have a question.,instruction,You want to ask something. Use the right little word.,,"Accepted instead of ""J'ai une question.""",accepted-alternative,type,chunk-j-ai chunk-une-question,,,,,(none on item),"also: L6/s05-weave-j-ai-une-question, L6/s05-weave-j-ai-une-question",,,,,,,,
QA-L05-236,E,L5,s06-weave-j-ai-une-question,weave,J ai une question.,I have a question.,instruction,You want to ask something. Use the right little word.,,"Accepted instead of ""J'ai une question.""",accepted-alternative,type,chunk-j-ai chunk-une-question,,,,,(none on item),"also: L6/s05-weave-j-ai-une-question, L6/s05-weave-j-ai-une-question",,,,,,,,
QA-L05-237,C,L5,s06-weave-j-ai-une-question,weave,j'ai,I have,gloss,You want to ask something. Use the right little word.,,"Support piece shown as ""I have"" (required)",recognition,read,chunk-j-ai,,,"piece boundary ""j'ai"" ↔ registry ""j'ai""",,(none on item),"also: L4/s00-goal-jai, L4/s00-meet-j-ai-faim, L4/s02-fill-have-not-be, L4/s03-meet-j-ai-une-question, L4/s04-insight-jai-elision, L4/s05-weave-j-ai-faim, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s05-weave-j-ai-une-question, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment",,,,,,,,
QA-L05-238,C,L5,s06-weave-j-ai-une-question,weave,une question,a question,gloss,You want to ask something. Use the right little word.,The other package: une question. ⏐ Right. une question is one piece too. ⏐ Your meaning lands. The little word travels with it: une question. ⏐ Keep une with question: une question.,"Support piece shown as ""noun package"" (required)",recognition,read,chunk-une-question,,,"piece boundary ""une question"" ↔ registry ""une question""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifCorrect (inline) ; payload.reveal.ifCorrectButFlat (inline) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L4/s00-goal-jai, L4/s03-meet-j-ai-une-question, L4/s06-weave-bonjour-j-ai-une-question, L4/s08-recap-jai, L5/s00-goal-un-une, L5/s01-meet-une-question, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s08-recap-packages, L6/s00-goal-petit-moment, L6/s05-weave-j-ai-une-question, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment",,,,,,,,
QA-L05-239,B,L5,s07-sayit-ask-for-a-coffee,say-it-your-way,Je voudrais un café.,"Ask for an object, package included.",instruction,You are at a counter and you want a coffee. Ask for it with the right little word in front.,,Model answer for the open task,model-only,read,chunk-je-voudrais chunk-un-cafe,,,,,(none on item),"also: L5/s02-insight-little-packages, L5/s05-weave-je-voudrais-un-cafe, L9/s10-insight-what-you-can-ask",,,,,,,,
QA-L05-240,B,L5,s07-sayit-ask-for-a-coffee,say-it-your-way,"Un café, s'il vous plaît.","Ask for an object, package included.",instruction,You are at a counter and you want a coffee. Ask for it with the right little word in front.,,Alternative natural version shown in the reveal,model-only,read,chunk-je-voudrais chunk-un-cafe,,,,,(none on item),unique to this screen,,,,,,,,
QA-L05-241,C,L5,s07-sayit-ask-for-a-coffee,say-it-your-way,je voudrais,I would like,gloss,You are at a counter and you want a coffee. Ask for it with the right little word in front.,,Support piece for the open task,recognition,read,chunk-je-voudrais,,,"piece boundary ""je voudrais"" ↔ registry ""je voudrais""",,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L05-242,C,L5,s07-sayit-ask-for-a-coffee,say-it-your-way,un café,a coffee,gloss,You are at a counter and you want a coffee. Ask for it with the right little word in front.,Both work. The little word un stays with café either way: un café.,Support piece for the open task,recognition,read,chunk-un-cafe,,,"piece boundary ""un café"" ↔ registry ""un café""",,(none on item),"fields: payload.suggestedPieces[].text (opt-in support) ; payload.reveal.explanation (inline) || also: L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L5/s00-goal-un-une, L5/s00-meet-un-cafe, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s05-weave-je-voudrais-un-cafe, L5/s08-recap-packages",,,,,,,,
QA-L05-243,C,L5,s08-recap-packages,recap,un café,a coffee,gloss,Recap: The little words are yours now.,"You learned un café and une question. ⏐ You used them in real requests: je voudrais un café, j'ai une question.",Chip listed back as a piece the learner used,recycled,read,chunk-un-cafe,,,,,(none on item),"fields: payload.piecesUsed[0] ; payload.lines[1] (inline) ; payload.lines[2] (inline) || also: L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L5/s00-goal-un-une, L5/s00-meet-un-cafe, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee",,,,,,,,
QA-L05-244,C,L5,s08-recap-packages,recap,une question,a question,gloss,Recap: The little words are yours now.,You learned un café and une question.,Chip listed back as a piece the learner used,recycled,read,chunk-une-question,,,,,(none on item),"fields: payload.piecesUsed[1] ; payload.lines[1] (inline) || also: L4/s00-goal-jai, L4/s03-meet-j-ai-une-question, L4/s06-weave-bonjour-j-ai-une-question, L4/s08-recap-jai, L5/s00-goal-un-une, L5/s01-meet-une-question, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s06-weave-j-ai-une-question, L6/s00-goal-petit-moment, L6/s05-weave-j-ai-une-question, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment",,,,,,,,
QA-L05-245,F,L5,s08-recap-packages,recap,j'ai une question,I have a question,gloss,Recap: The little words are yours now.,"You used them in real requests: je voudrais un café, j'ai une question.",French named inside recap copy,recognition,read,chunk-j-ai-une-question,,,,,(none on item),"also: L4/s01-insight-have-for-feelings, L4/s01-insight-have-for-feelings, L4/s03-meet-j-ai-une-question, L4/s03b-fill-where-feel-have, L4/s06-weave-bonjour-j-ai-une-question, L4/s08-recap-jai, L5/s02-insight-little-packages, L5/s06-weave-j-ai-une-question, L6/s04-fill-decline-offer, L6/s05-weave-j-ai-une-question, L6/s05-weave-j-ai-une-question",,,,,,,,
QA-L05-246,F,L5,s08-recap-packages,recap,je voudrais,I would like,gloss,Recap: The little words are yours now.,"You used them in real requests: je voudrais un café, j'ai une question.",French named inside recap copy,recognition,read,chunk-je-voudrais,,,,,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L06-247,F,L6,s00-goal-petit-moment,insight-card,au revoir,goodbye,gloss,Insight card: One small moment,"Today: no new rule. By the end: you can carry one small human moment with pieces you already built. Main pieces: bonjour, je suis, ici, j'ai, une question, merci, au revoir.",French named inside explanatory copy,recognition,read,chunk-au-revoir,,,,,(none on item),"also: L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s06-meet-au-revoir, L6/s06-meet-au-revoir, L6/s08-weave-close-open, L6/s10-recap-a-small-moment, L6/s10-recap-a-small-moment, L7/s05-weave-close-the-moment, L7/s10-insight-leaving-two-moves, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L9/s08-fill-softener, L10/s05-weave-close-the-day, L10/s07-sayit-take-your-leave, L10/s08-recap-full-day",,,,,,,,
QA-L06-248,F,L6,s00-goal-petit-moment,insight-card,Bonjour,Hello,gloss,Insight card: One small moment,"Today: no new rule. By the end: you can carry one small human moment with pieces you already built. Main pieces: bonjour, je suis, ici, j'ai, une question, merci, au revoir.",French named inside explanatory copy,recognition,read,chunk-bonjour,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L06-249,F,L6,s00-goal-petit-moment,insight-card,ici,here,gloss,Insight card: One small moment,"Today: no new rule. By the end: you can carry one small human moment with pieces you already built. Main pieces: bonjour, je suis, ici, j'ai, une question, merci, au revoir.",French named inside explanatory copy,recognition,read,word-ici,,,,,(none on item),"also: L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s07-weave-ce-n-est-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
QA-L06-250,F,L6,s00-goal-petit-moment,insight-card,j'ai,I have,gloss,Insight card: One small moment,"Today: no new rule. By the end: you can carry one small human moment with pieces you already built. Main pieces: bonjour, je suis, ici, j'ai, une question, merci, au revoir.",French named inside explanatory copy,recognition,read,chunk-j-ai,,,,,(none on item),"also: L4/s00-goal-jai, L4/s00-meet-j-ai-faim, L4/s02-fill-have-not-be, L4/s03-meet-j-ai-une-question, L4/s04-insight-jai-elision, L4/s05-weave-j-ai-faim, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L5/s06-weave-j-ai-une-question, L6/s05-weave-j-ai-une-question, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment",,,,,,,,
QA-L06-251,F,L6,s00-goal-petit-moment,insight-card,je suis,I am,gloss,Insight card: One small moment,"Today: no new rule. By the end: you can carry one small human moment with pieces you already built. Main pieces: bonjour, je suis, ici, j'ai, une question, merci, au revoir.",French named inside explanatory copy,recognition,read,chunk-je-suis,,,,,(none on item),"also: L1/s03-fill-polite-verb, L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s01-insight-ne-pas-sandwich, L3/s10-recap-negation, L4/s00-goal-jai, L4/s01-insight-have-for-feelings, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L7/s02-insight-je-vais-frozen, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines",,,,,,,,
QA-L06-252,F,L6,s00-goal-petit-moment,insight-card,merci,thank you,gloss,Insight card: One small moment,"Today: no new rule. By the end: you can carry one small human moment with pieces you already built. Main pieces: bonjour, je suis, ici, j'ai, une question, merci, au revoir.",French named inside explanatory copy,recognition,read,chunk-merci,sent:l01-merci,,,,founder_waived_provisional,"also: L1/s00-goal-survival-kit, L1/s01-insight-survival-kit, L1/s07-meet-merci, L1/s07-meet-merci, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L3/s05-fill-refuse-politely, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer, L6/s08-weave-close-open, L6/s10-recap-a-small-moment, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L9/s08-fill-softener, L10/s07-sayit-take-your-leave",,,,,,,,
QA-L06-253,F,L6,s00-goal-petit-moment,insight-card,une question,a question,gloss,Insight card: One small moment,"Today: no new rule. By the end: you can carry one small human moment with pieces you already built. Main pieces: bonjour, je suis, ici, j'ai, une question, merci, au revoir.",French named inside explanatory copy,recognition,read,chunk-une-question,,,,,(none on item),"also: L4/s00-goal-jai, L4/s03-meet-j-ai-une-question, L4/s06-weave-bonjour-j-ai-une-question, L4/s08-recap-jai, L5/s00-goal-un-une, L5/s01-meet-une-question, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s06-weave-j-ai-une-question, L5/s08-recap-packages, L6/s05-weave-j-ai-une-question, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment",,,,,,,,
QA-L06-254,C,L6,s01-meet-bonjour-at-the-door,meet-card,Bonjour,Hello,gloss,At the door.,,Highlighted chunk boundary inside the meet sentence,recognition,read,chunk-bonjour,,,"highlight span of ""Bonjour.""",,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L06-255,C,L6,s01-meet-bonjour-at-the-door,meet-card,Bonjour.,Hello.,gloss,At the door.,,First contact / re-contact: At the door.,recycled,listen,chunk-bonjour,,,Bonjour → chunk-bonjour,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L06-256,B,L6,s02-fill-right-place,fill-with-traps,Je suis ici.,(no English gloss presented),none,You reach the right door and step in. What do you say?,,The option that completes the frame,model-only,choose,chunk-je-suis-ici chunk-je-ne-suis-pas,,,,,(none on item),"fields: payload.options[opt-ici].text (correct) ; payload.reveal.natural || also: L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s04-weave-je-suis-ici, L2/s06-insight-shape-noticed, L2/s06-insight-shape-noticed, L2/s05-weave-call-and-respond, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s07-sayit-arrive-locate, L3/s01-insight-ne-pas-sandwich, L4/s01-insight-have-for-feelings, L4/s03b-fill-where-feel-have, L4/s03b-fill-where-feel-have, L6/s03-weave-bonjour-je-suis-ici, L10/s01-insight-three-engines",,,,,,,,
QA-L06-257,C,L6,s02-fill-right-place,fill-with-traps,J'ai faim.,(no English gloss presented),none,You reach the right door and step in. What do you say?,,"Distractor — shown reason: That is a feeling, not where you are.",recognition,choose,chunk-je-suis-ici chunk-je-ne-suis-pas,,,,,(none on item),"also: L4/s00-meet-j-ai-faim, L4/s01-insight-have-for-feelings, L4/s01-insight-have-for-feelings, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L4/s03b-fill-where-feel-have, L4/s03b-fill-where-feel-have, L4/s05-weave-j-ai-faim, L4/s05-weave-j-ai-faim, L4/s07-sayit-how-you-feel, L4/s07-sayit-how-you-feel, L4/s08-recap-jai",,,,,,,,
QA-L06-258,C,L6,s02-fill-right-place,fill-with-traps,Je ne suis pas ici.,(no English gloss presented),none,You reach the right door and step in. What do you say?,,"Distractor — shown reason: That says the opposite. You are here, so: Je suis ici.",recognition,choose,chunk-je-suis-ici chunk-je-ne-suis-pas,,,,,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s01-insight-ne-pas-sandwich, L3/s02-fill-verb-in-sandwich, L3/s06-weave-je-ne-suis-pas-ici, L3/s09-sayit-not-here",,,,,,,,
QA-L06-259,F,L6,s02-fill-right-place,fill-with-traps,je suis ici,I am here,gloss,You reach the right door and step in. What do you say?,"That says the opposite. You are here, so: Je suis ici.",French named inside feedback copy,recognition,read,chunk-je-suis-ici,,,,,(none on item),"also: L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s04-weave-je-suis-ici, L2/s06-insight-shape-noticed, L2/s06-insight-shape-noticed, L2/s05-weave-call-and-respond, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s07-sayit-arrive-locate, L3/s01-insight-ne-pas-sandwich, L4/s01-insight-have-for-feelings, L4/s03b-fill-where-feel-have, L4/s03b-fill-where-feel-have, L6/s03-weave-bonjour-je-suis-ici, L10/s01-insight-three-engines",,,,,,,,
QA-L06-260,A,L6,s03-weave-bonjour-je-suis-ici,weave,"Bonjour, je suis ici.",Hello. I am here.,instruction,"You are at the door. Greet, then say you have arrived.",,Typed production — context weave,recycled,type,chunk-bonjour chunk-je-suis-ici chunk-je-suis,,,,,(none on item),"also: L2/s02-meet-bonjour-je-suis-ici, L2/s07-sayit-arrive-locate",,,,,,,,
QA-L06-261,C,L6,s03-weave-bonjour-je-suis-ici,weave,Bonjour,Hello,gloss,"You are at the door. Greet, then say you have arrived.","Your meaning lands. A native opens first, then lands: Bonjour. Je suis ici. ⏐ Start with bonjour, then je suis ici.","Support piece shown as ""greeting"" (required)",recognition,read,chunk-bonjour,,,"piece boundary ""Bonjour"" ↔ registry ""Bonjour""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L06-262,C,L6,s03-weave-bonjour-je-suis-ici,weave,"Bonjour, je suis ___.",Hello. I am here.,instruction,"You are at the door. Greet, then say you have arrived.",,Second hint rung — a shape to fill in,recognition,read,chunk-bonjour chunk-je-suis-ici chunk-je-suis,,,,,(none on item),unique to this screen,,,,,,,,
